order_id,id_,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,hoja_origen,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
7702,912e1a4f-1fc7-49e1-a2d2-00cd08e16020,P0021,14-abril-2022,1,"44,70",0.0,"44,70",paypal,1,5.0,no,App movil,2022,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,77.0,Soltero,master,24899,0.0,0.0,5-julio-2019,Murcia,Sur,38.495,-2.68,VIP,5
7703,f011dd42-9c61-4f79-8f03-230987f2c760,P0001,14-octubre-2022,4,"41,18",0.0,"164,73",contrareembolso,0,,no,Web,2022,Electronica,Auriculares Urbanix Basic,Urbanix,"26,73","45,70",9.6,Global Supply SL,383,31-mayo-2020,3.6,25.0,soltero,grado universitario,36937,1.0,0.0,12-diciembre-2018,Vigo,Norte,40.286,-3.445,Nuevo,5
7704,c544d741-6611-471b-8d90-baed2fc4c931,P0079,30-septiembre-2022,1,"66,20",0.0,"66,20",TARJETA DE CREDITO,1,,no,Tienda fisica,2022,Libros,Ensayo Urbanix Basic,Urbanix,"24,21","48,33",4.65,Comercial Atlas,402,23-septiembre-2022,4.84,45.0,DIVORCIADO,grado universitario,30439,0.0,0.0,8-febrero-2022,Madrid,Centro,37.97,-1.851,Nuevo,6
7705,cd1c7936-b0af-45b4-9903-37685d990d8f,P0040,30-noviembre-2022,5,"23,52",0.0,"117,59",PAYPAL,0,5.0,no,Tienda fisica,2022,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,42.0,casado,grado universitario,32739,0.0,0.0,8-marzo-2022,Valencia,Este,40.958,-5.139,Corporativo,9
7706,43ff0d5d-2f40-4086-8648-3c608569df30,P0056,20-marzo-2022,1,"21,35",0.0,"21,35",PAYPAL,0,4.0,no,Web,2022,Deporte,Balon Zentra Pro,Zentra,"13,50","18,87",4.89,Global Supply SL,381,24-diciembre-2023,,,CASADO,master,37717,0.0,0.0,28-febrero-2020,Vigo,Norte,39.649,1.009,VIP,8
7707,8d7144ee-f6db-4fdd-af10-23bf98de887b,P0009,23-julio-2022,2,"46,28",0.0,"92,56",CONTRAREEMBOLSO,0,5.0,no,Web,2022,Electronica,Portatil Kore Max,Kore,"13,97","18,53",8.96,Global Supply SL,23,15-diciembre-2021,3.84,23.0,Soltero,basico,29114,1.0,0.0,13-marzo-2018,Zaragoza,Centro,41.328,-0.59,Nuevo,11
7708,ae64b9d6-cb2c-4c5d-a82e-f7b1641e075a,P0005,1-mayo-2022,1,"36,84",0.0,"36,84",Tarjeta de debito,1,,no,Web,2022,Electronica,Smartphone Zentra Pro,Zentra,"17,49","26,00",1.69,Norte Logistica,387,30-enero-2021,3.95,35.0,casado,basico,34916,0.0,0.0,22-julio-2018,Granada,Sur,37.058,-0.532,Recurrente,5
7709,99278462-afcb-4aed-97fd-f76894809b64,P0069,15-septiembre-2022,1,"70,77",0.2,"56,62",Transferencia,0,1.0,no,App movil,2022,Deporte,Raqueta Prisma Max,Prisma,"22,44","42,51",7.59,Distribuidora Iberia,417,26-octubre-2023,3.75,34.0,CASADO,grado universitario,26095,0.0,0.0,25-junio-2021,Vigo,Norte,39.792,-1.576,Corporativo,8
7710,c7da4ed7-0ef1-44c1-b90a-ce906e37133a,P0064,5-diciembre-2022,1,"32,38",0.0,"32,38",tarjeta de credito,1,5.0,no,App movil,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,34.0,casado,grado universitario,39171,0.0,1.0,6-octubre-2022,Zaragoza,Centro,38.117,-0.186,Nuevo,8
7711,61f595a1-8ca7-433e-ade3-1bfb9d1f424b,P0066,28-julio-2022,2,"87,80",0.3,"122,92",TARJETA DE CREDITO,1,1.0,NO,Web,2022,Deporte,Esterilla Vantia Max,Vantia,"10,97","22,49",10.34,Comercial Atlas,153,24-febrero-2019,4.95,22.0,Soltero,master,31557,1.0,0.0,5-julio-2020,Vigo,Norte,36.993,2.621,Corporativo,4
7712,bc494e72-6722-431c-92da-7ba73650c802,P0005,14-marzo-2022,1,"66,41",0.15,"56,45",Tarjeta de credito,1,4.0,NO,Web,2022,Electronica,Smartphone Zentra Pro,Zentra,"17,49","26,00",1.69,Norte Logistica,387,30-enero-2021,3.95,41.0,SOLTERO,basico,32161,1.0,0.0,7-septiembre-2021,Sevilla,Sur,40.976,-7.265,Recurrente,7
7713,67826317-63ad-4023-8760-102a73d3b4cf,P0024,1-julio-2022,3,"105,23",0.0,"315,69",CONTRAREEMBOLSO,0,5.0,NO,App movil,2022,Hogar,Cafetera Zentra Max,Zentra,"13,33","25,20",0.76,Distribuidora Iberia,20,26-octubre-2021,4.1,28.0,Soltero,master,44631,1.0,0.0,8-junio-2018,Madrid,Centro,39.392,-3.266,VIP,11
7714,1a2e3798-31e0-47e8-ae4e-bd2383559f74,P0013,23-noviembre-2022,2,"44,76",0.15,"76,09",paypal,1,5.0,no,Tienda fisica,2022,Electronica,Smartwatch Prisma Basic,Prisma,"23,15","46,14",7.79,Norte Logistica,52,16-febrero-2021,3.56,39.0,casado,master,84072,1.0,1.0,27-agosto-2019,Vigo,Norte,40.747,0.628,VIP,6
7715,1fed28ce-fbe2-47fe-adb2-abf238a78b37,P0008,1-septiembre-2022,3,"17,66",0.15,"45,02",TARJETA DE CREDITO,0,4.0,no,App movil,2022,Electronica,Portatil Urbanix Pro,Urbanix,"62,95","135,18",7.21,Global Supply SL,380,1-noviembre-2019,4.21,50.0,SOLTERO,grado universitario,40177,0.0,0.0,14-febrero-2019,Sevilla,Sur,36.74,-3.614,Recurrente,3
7716,43ce5a4e-42d2-4321-a17b-f0c666058fa9,P0059,2-noviembre-2022,2,"112,21",0.1,"201,99",Tarjeta de credito,0,3.0,NO,Web,2022,Deporte,Mancuernas Nova Pro,Nova,"34,03","51,28",8.43,Norte Logistica,25,30-abril-2024,3.54,45.0,Soltero,bachillerato,51902,1.0,0.0,,Sevilla,Sur,40.575,1.999,Recurrente,6
7717,99c907b9-762f-4496-8cb3-309b6fb1158d,P0028,30-agosto-2022,2,"38,49",0.0,"76,99",Tarjeta de credito,0,3.0,NO,Web,2022,Hogar,Lampara Vantia Basic,Vantia,"8,20","14,22",9.66,Comercial Atlas,165,13-abril-2024,2.86,51.0,CASADO,bachillerato,46905,1.0,0.0,7-marzo-2019,Vigo,Norte,42.835,-7.762,Recurrente,4
7718,fafcdcd5-e1bc-4152-b8a4-e963942c3400,P0071,19-junio-2022,5,"31,26",0.1,"140,66",Tarjeta de debito,1,,NO,App movil,2022,Deporte,Casco Lumen Pro,Lumen,"5,24","9,70",5.45,Global Supply SL,409,3-julio-2019,3.42,82.0,CASADO,bachillerato,53484,1.0,0.0,8-enero-2018,Zaragoza,Centro,39.453,-8.535,VIP,10
7719,ab7bc66f-4b5a-4444-b8a5-9eccd806e4be,P0051,25-abril-2022,2,"25,74",0.15,"43,76",tarjeta de debito,1,5.0,no,Web,2022,Ropa,Vestido Prisma Max,Prisma,"11,06","18,56",7.21,Distribuidora Iberia,273,29-septiembre-2019,3.41,47.0,,master,49058,0.0,0.0,8-noviembre-2019,Murcia,Sur,40.534,-5.413,Nuevo,10
7720,4a0c5d04-4b40-4769-9c22-0363ff3748ab,P0066,12-septiembre-2022,2,"139,66",0.1,"251,39",TARJETA DE CREDITO,1,5.0,NO,Web,2022,Deporte,Esterilla Vantia Max,Vantia,"10,97","22,49",10.34,Comercial Atlas,153,24-febrero-2019,4.95,18.0,Soltero,basico,51593,0.0,0.0,2-junio-2022,Barcelona,Este,43.127,-3.325,Recurrente,5
7721,e476e3f4-1f4d-4e2f-b184-fb5c4913f61a,P0019,26-marzo-2022,1,"10,96",0.0,"10,96",tarjeta de debito,0,4.0,NO,Marketplace,2022,Hogar,Aspiradora Vantia Basic,Vantia,"25,10","37,76",9.59,Global Supply SL,148,22-mayo-2023,4.15,44.0,Casado,bachillerato,38160,0.0,1.0,4-marzo-2021,Vigo,Norte,37.869,-6.502,Recurrente,9
7722,ed620d92-c068-4138-a4db-3520d05b951c,P0031,27-septiembre-2022,1,"61,76",0.2,"49,41",,0,5.0,no,Web,2022,Hogar,Silla Vantia Basic,Vantia,"41,97","67,50",8.58,Comercial Atlas,301,25-julio-2022,3.28,44.0,CASADO,basico,54591,1.0,0.0,26-octubre-2020,Madrid,Centro,37.955,0.91,Recurrente,7
7723,38acd862-448d-47ab-a1ef-493f9a9ff3c8,P0023,10-noviembre-2022,1,"22,18",0.05,"21,07",Tarjeta de credito,0,4.0,NO,Web,2022,Hogar,Cafetera Nova Pro,Nova,"12,56","24,24",6.49,Comercial Atlas,200,1-septiembre-2022,4.84,42.0,casado,basico,25011,0.0,0.0,16-abril-2019,Zaragoza,Centro,36.374,-0.6,Nuevo,8
7724,487e3811-dc76-45d4-87a7-397ab2b74470,P0067,18-octubre-2022,1,"1035,37",0.1,"931,83",transferencia,0,5.0,no,Tienda fisica,2022,Deporte,Raqueta Vantia Basic,Vantia,"25,61","36,45",8.06,Norte Logistica,11,20-julio-2021,4.07,49.0,Divorciado,grado universitario,41053,0.0,0.0,7-agosto-2018,Sevilla,Sur,41.729,-0.07,Recurrente,6
7725,50b09b6d-62a0-4443-9f8c-36384f1a5974,P0039,1-octubre-2022,2,"15,30",0.05,"29,06",Tarjeta de credito,0,,NO,Web,2022,Ropa,Camiseta Vantia Max,Vantia,"67,65","114,10",8.94,Global Supply SL,303,28-febrero-2021,3.45,44.0,soltero,grado universitario,42194,1.0,0.0,24-diciembre-2018,Murcia,Sur,40.721,-6.599,Corporativo,13
7726,367b821a-416d-48cc-bf12-942635483de9,P0058,22-diciembre-2022,3,"23,60",0.0,"70,79",PAYPAL,0,3.0,no,Web,2022,Deporte,Mancuernas Vantia Basic,Vantia,"49,34","81,74",8.93,Distribuidora Iberia,341,4-septiembre-2019,3.35,43.0,casado,bachillerato,25709,0.0,1.0,1-febrero-2022,Vigo,Norte,37.278,-4.656,Recurrente,7
7727,7baff98e-af7c-49fa-84a3-0b5319fb551e,P0029,19-junio-2022,1,"128,82",0.15,"109,50",PAYPAL,1,3.0,NO,Web,2022,Hogar,Lampara Nova Pro,Nova,"42,03","60,31",7.27,Comercial Atlas,396,15-febrero-2024,,40.0,Casado,grado universitario,34471,0.0,0.0,22-mayo-2019,Murcia,Sur,40.682,-4.256,Corporativo,11
7728,4d6a3be2-1f8d-4ea4-a0a3-2a932deaa478,P0048,12-febrero-2022,1,"101,51",0.05,"96,43",paypal,1,3.0,no,Tienda fisica,2022,Ropa,Zapatillas Prisma Max,Prisma,"19,15","37,77",11.98,Global Supply SL,98,15-septiembre-2023,4.43,53.0,Casado,grado universitario,42022,0.0,0.0,28-febrero-2022,Sevilla,Sur,38.139,-1.053,Nuevo,11
7729,aeff53c8-e634-4105-8a11-baa9209b9ea3,P0022,20-junio-2022,1,"27,95",0.15,"23,76",Tarjeta de debito,0,4.0,no,App movil,2022,Hogar,Cafetera Norte&Co Basic,Norte&Co,"21,12","35,46",0.92,Comercial Atlas,399,3-diciembre-2020,4.98,43.0,soltero,master,32477,0.0,0.0,25-enero-2022,Vigo,Norte,37.222,-6.802,Nuevo,8
7730,0d773aad-543f-49a2-b45b-b9625c446b8d,P0017,18-febrero-2022,2,"66,43",0.15,"112,93",Tarjeta de credito,0,3.0,NO,Web,2022,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,22.0,casado,bachillerato,45226,1.0,0.0,3-mayo-2021,Bilbao,Norte,37.079,-3.177,Recurrente,7
7731,b496b172-7fcb-4b1f-ab04-928b8aad2352,P0020,2-noviembre-2022,1,"40,87",0.0,"40,87",CONTRAREEMBOLSO,0,5.0,NO,Web,2022,Hogar,Aspiradora Vantia Pro,Vantia,"26,28","56,17",4.57,Distribuidora Iberia,194,18-mayo-2022,4.86,50.0,casado,grado universitario,56009,0.0,1.0,25-octubre-2020,Bilbao,Norte,39.915,-1.494,Recurrente,9
7732,532c4fdc-84ae-408a-af37-ae52752c1171,P0046,14-enero-2022,1,"45,73",0.0,"45,73",Tarjeta de debito,1,5.0,no,App movil,2022,Ropa,Zapatillas Lumen Basic,Lumen,"29,69","60,26",7.45,Distribuidora Iberia,371,11-abril-2023,4.45,22.0,Divorciado,basico,20963,1.0,1.0,17-mayo-2018,Granada,Sur,37.174,-0.559,Nuevo,6
7733,e4bb0557-f712-4ed6-ad22-980bee3d13ad,P0018,29-abril-2022,5,"52,12",0.0,"260,59",tarjeta de debito,0,5.0,no,Web,2022,Electronica,Camara Kore Max,Kore,"55,21","113,73",3.38,Norte Logistica,429,20-junio-2020,3.14,38.0,casado,grado universitario,38653,1.0,0.0,10-agosto-2022,Granada,Sur,39.531,-5.298,Recurrente,10
7734,b8b869af-3c32-4cd9-828b-2494abd4d5a5,P0028,11-mayo-2022,5,"109,00",0.05,"517,74",CONTRAREEMBOLSO,0,5.0,NO,App movil,2022,Hogar,Lampara Vantia Basic,Vantia,"8,20","14,22",9.66,Comercial Atlas,165,13-abril-2024,2.86,51.0,casado,basico,35022,0.0,0.0,25-julio-2020,Sevilla,Sur,39.972,-4.983,Nuevo,11
7735,74263af6-7f9c-401e-bc3a-2054f79e8016,P0060,25-agosto-2022,3,"110,19",0.0,"330,58",Tarjeta de credito,0,4.0,SI,Web,2022,Deporte,Mancuernas Vantia Max,Vantia,"24,00","40,95",0.4,Norte Logistica,199,25-junio-2021,3.24,40.0,casado,grado universitario,44373,1.0,0.0,11-octubre-2019,Murcia,Sur,43.291,0.485,Recurrente,8
7736,5aea84ce-e4ad-4cbe-8556-56dea6a6d6d3,P0045,20-febrero-2022,3,"82,11",0.0,"246,33",TARJETA DE CREDITO,0,5.0,NO,Tienda fisica,2022,Ropa,Chaqueta Norte&Co Max,Norte&Co,"26,67","38,64",3.97,Distribuidora Iberia,321,16-junio-2019,4.69,39.0,Divorciado,grado universitario,66045,0.0,0.0,3-noviembre-2022,Granada,Sur,39.374,-5.16,VIP,7
7737,1f44f0f0-f763-40dd-8c1e-741d5316a792,P0050,22-julio-2022,2,"51,51",0.0,"103,02",Tarjeta de debito,0,5.0,NO,Web,2022,Ropa,Vestido Lumen Pro,Lumen,"44,64","72,23",0.69,Comercial Atlas,335,26-mayo-2022,4.72,61.0,soltero,,22133,0.0,0.0,6-abril-2019,Valencia,Este,41.444,1.834,VIP,7
7738,e7f4d37e-3113-4f8f-bcc0-c857dcd5a10b,P0082,14-agosto-2022,1,"146,07",0.05,"138,76",PAYPAL,0,,no,Web,2022,Libros,Biografia Zentra Basic,Zentra,"7,00","12,59",4.19,Norte Logistica,441,23-febrero-2021,4.61,50.0,divorciado,master,80128,1.0,1.0,23-noviembre-2019,Sevilla,Sur,41.35,-1.987,Recurrente,5
7739,8de97227-3d5e-45cd-9733-1fec1c214bea,P0065,31-agosto-2022,1,"53,13",0.0,"53,13",TARJETA DE CREDITO,0,5.0,NO,Marketplace,2022,Deporte,Esterilla Zentra Pro,Zentra,"34,32","67,55",0.3,Norte Logistica,213,10-septiembre-2022,3.31,20.0,Soltero,grado universitario,63466,0.0,0.0,17-agosto-2021,Granada,Sur,42.177,-1.262,Recurrente,6
7740,0e6ca73d-d2e7-4131-9f58-d537a3e8aa32,P0086,9-febrero-2022,5,"59,85",0.15,"254,37",PAYPAL,1,,NO,Tienda fisica,2022,Libros,Manual Vantia Pro,Vantia,"26,68","58,69",9.57,Norte Logistica,177,7-marzo-2023,2.97,73.0,divorciado,doctorado,32789,0.0,0.0,29-abril-2020,Granada,Sur,40.638,2.378,Nuevo,8
7741,684b460c-9ebc-43f1-9297-b93bc49c07fc,P0075,13-agosto-2022,1,"53,47",0.0,"53,47",Tarjeta de credito,0,4.0,no,App movil,2022,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,39.0,soltero,basico,53289,1.0,1.0,4-noviembre-2021,Sevilla,Sur,36.502,0.608,Recurrente,3
7742,38926de1-fd91-4458-baea-c5efeefa1a68,P0082,24-junio-2022,1,"55,87",0.05,"53,08",PayPal,0,5.0,no,App movil,2022,Libros,Biografia Zentra Basic,Zentra,"7,00","12,59",4.19,Norte Logistica,441,23-febrero-2021,4.61,44.0,Casado,bachillerato,64556,1.0,1.0,23-agosto-2022,Murcia,Sur,37.023,2.246,Recurrente,5
7743,bc900ee6-cb48-48dd-9e5f-960cfcc04e14,P0007,30-mayo-2022,1,"45,91",0.05,"43,61",Tarjeta de debito,0,5.0,NO,App movil,2022,Electronica,Portatil Kore Basic,Kore,"52,09","83,96",1.32,Norte Logistica,85,20-julio-2020,4.39,18.0,,bachillerato,45534,0.0,0.0,3-noviembre-2020,Sevilla,Sur,37.694,1.442,Corporativo,9
7744,1c65cd4c-e5fa-4f11-9197-7213eb227a89,P0033,11-enero-2022,4,"57,93",0.0,"231,74",contrareembolso,0,5.0,NO,Web,2022,Hogar,Silla Nova Max,Nova,"6,78","11,26",10.56,Comercial Atlas,444,19-enero-2021,3.5,35.0,CASADO,basico,32902,0.0,0.0,10-septiembre-2018,Malaga,Sur,43.041,1.265,Recurrente,11
7745,1cf6f0bf-1476-437a-9abc-d1a6bdf026b4,P0052,7-septiembre-2022,1,"47,02",0.05,"44,67",Tarjeta de debito,0,5.0,NO,Tienda fisica,2022,Ropa,Gorra Kore Basic,Kore,"7,58","12,24",8.29,Global Supply SL,282,22-mayo-2019,4.95,38.0,,bachillerato,34297,0.0,1.0,1-abril-2020,Sevilla,Sur,43.006,-0.299,Nuevo,9
7746,c6a77681-a467-4572-ba2c-74a0f3cb1429,P0017,30-octubre-2022,4,"87,41",0.1,"314,69",tarjeta de debito,1,,NO,Web,2022,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,43.0,Casado,bachillerato,25465,1.0,0.0,26-agosto-2018,Granada,Sur,40.603,1.464,Recurrente,7
7747,ded10878-68b2-4d2b-be8b-50dfa7ba9abf,P0017,21-marzo-2022,2,"71,49",0.1,"128,69",transferencia,0,5.0,no,App movil,2022,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,45.0,soltero,master,21201,0.0,1.0,20-octubre-2021,Barcelona,Este,39.315,2.151,VIP,11
7748,a6436d63-d3e8-42ec-83c6-69f99d484a8f,P0064,7-agosto-2022,3,"30,10",0.0,"90,31",tarjeta de debito,0,,no,Web,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,18.0,CASADO,master,27928,1.0,0.0,2-noviembre-2020,Bilbao,Norte,36.399,-3.852,Recurrente,6
7749,5291231e-ef77-4f12-8354-41ec9284ce79,P0076,23-noviembre-2022,2,"66,69",0.15,"113,38",transferencia,0,,NO,Web,2022,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,40.0,Casado,grado universitario,34641,0.0,1.0,13-septiembre-2018,Zaragoza,Centro,42.96,-1.168,Nuevo,9
7750,6af6ff50-eb78-4f04-8b2f-28a005edf86e,P0060,20-diciembre-2022,1,"42,76",0.1,"38,48",tarjeta de debito,1,,NO,App movil,2022,Deporte,Mancuernas Vantia Max,Vantia,"24,00","40,95",0.4,Norte Logistica,199,25-junio-2021,3.24,40.0,Divorciado,grado universitario,36286,0.0,0.0,6-octubre-2022,Barcelona,Este,37.783,2.516,Recurrente,8
7751,3d4df9e1-5095-4ea6-9730-37ca9b01342f,P0039,12-noviembre-2022,1,"30,53",0.0,"30,53",tarjeta de debito,1,4.0,no,Tienda fisica,2022,Ropa,Camiseta Vantia Max,Vantia,"67,65","114,10",8.94,Global Supply SL,303,28-febrero-2021,3.45,21.0,casado,basico,38277,0.0,0.0,11-agosto-2022,Sevilla,Sur,36.152,-5.73,Nuevo,10
7752,88969862-6fcf-4c0c-ac60-4dcc481063cb,P0087,1-enero-2022,1,"66,60",0.2,"53,28",contrareembolso,0,5.0,NO,Tienda fisica,2022,Libros,Manual Zentra Max,Zentra,"18,46","28,12",5.61,Distribuidora Iberia,365,10-mayo-2021,4.78,30.0,SOLTERO,basico,31326,0.0,1.0,15-septiembre-2019,Granada,Sur,36.795,-4.438,Recurrente,8
7753,a8f364ff-ba72-41a7-90e1-2062cb71faf7,P0026,25-abril-2022,1,"56,93",0.05,"54,08",tarjeta de debito,1,,NO,Web,2022,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,,casado,,52943,0.0,0.0,15-noviembre-2021,Valencia,Este,39.2,-2.778,Nuevo,12
7754,5e9fe415-b06f-4e30-bb7e-8204188d5d17,P0078,20-agosto-2022,3,"57,96",0.15,"147,80",Tarjeta de debito,0,5.0,no,Web,2022,Libros,Comic Kore Max,Kore,"30,44","58,25",8.75,Norte Logistica,60,19-abril-2019,3.86,25.0,soltero,grado universitario,29989,1.0,0.0,22-julio-2018,Valencia,Este,36.773,-6.102,VIP,8
7755,291c89d5-34a5-40bf-b2ad-618a7310d9f5,P0070,22-octubre-2022,1,"40,89",0.0,"40,89",contrareembolso,0,,no,Web,2022,Deporte,Casco Vantia Basic,Vantia,"24,43","51,88",2.52,Global Supply SL,424,20-mayo-2021,2.87,37.0,Divorciado,bachillerato,28653,1.0,0.0,23-junio-2022,Bilbao,Norte,40.75,-1.328,Nuevo,10
7756,0b9bfad4-d896-40b6-8eb9-dcaa183512d1,P0082,10-diciembre-2022,3,"84,45",0.15,"215,35",transferencia,0,1.0,no,Tienda fisica,2022,Libros,Biografia Zentra Basic,Zentra,"7,00","12,59",4.19,Norte Logistica,441,23-febrero-2021,4.61,41.0,CASADO,grado universitario,34612,0.0,0.0,13-septiembre-2022,Granada,Sur,40.225,0.076,Recurrente,2
7757,4b3adb0b-1c16-4e4d-a916-f2ee4370551c,P0080,6-diciembre-2022,2,"30,40",0.0,"60,80",TARJETA DE CREDITO,1,4.0,NO,Web,2022,Libros,Ensayo Prisma Pro,Prisma,"16,12","34,32",10.66,Comercial Atlas,340,28-octubre-2019,4.09,47.0,divorciado,,36614,1.0,1.0,25-julio-2020,Sevilla,Sur,38.922,1.319,Recurrente,7
7758,bd8a5f1a-f0a5-4891-b29a-a49bd8dd8938,P0056,26-marzo-2022,2,"50,33",0.0,"100,65",Tarjeta de credito,0,4.0,NO,Marketplace,2022,Deporte,Balon Zentra Pro,Zentra,"13,50","18,87",4.89,Global Supply SL,381,24-diciembre-2023,,50.0,Soltero,bachillerato,44167,1.0,0.0,15-agosto-2019,Vigo,Norte,36.871,-6.616,Corporativo,7
7759,27788678-87ac-46ef-97b9-caad2bc40aaa,P0078,10-julio-2022,2,"119,87",0.05,"227,75",tarjeta de credito,1,,NO,App movil,2022,Libros,Comic Kore Max,Kore,"30,44","58,25",8.75,Norte Logistica,60,19-abril-2019,3.86,51.0,SOLTERO,basico,28373,0.0,0.0,29-mayo-2020,Barcelona,Este,42.032,-6.069,Recurrente,11
7760,12b6a5c3-c7c1-44e5-92eb-5922a2835af5,P0081,10-agosto-2022,3,"74,34",0.15,"189,56",Tarjeta de credito,0,4.0,NO,Web,2022,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,39.0,DIVORCIADO,grado universitario,22193,1.0,0.0,19-diciembre-2022,Murcia,Sur,43.098,-6.588,Nuevo,7
7761,3356ed79-92ce-413d-ac66-5ae9d29b5f9c,P0089,2-marzo-2022,2,"12,55",0.1,"22,59",tarjeta de credito,0,5.0,NO,Web,2022,Libros,Poesia Prisma Pro,,"32,84","57,16",0.77,Distribuidora Iberia,344,24-enero-2023,3.62,57.0,Soltero,doctorado,43210,1.0,0.0,6-septiembre-2020,Bilbao,Norte,42.526,2.781,Recurrente,9
7762,facef4b8-9fec-4045-890b-861e1c349bf3,P0021,15-enero-2022,1,"10,96",0.2,"8,77",Tarjeta de credito,1,3.0,NO,Web,2022,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,43.0,CASADO,basico,31573,0.0,0.0,31-julio-2022,Barcelona,Este,41.954,-2.987,Nuevo,14
7763,d61c6215-5cfa-48ab-9e3c-40b61b5b9e40,P0065,11-noviembre-2022,4,"74,37",0.0,"297,49",Transferencia,1,4.0,no,Web,2022,Deporte,Esterilla Zentra Pro,Zentra,"34,32","67,55",0.3,Norte Logistica,213,10-septiembre-2022,3.31,45.0,casado,bachillerato,41986,1.0,0.0,17-noviembre-2021,Sevilla,Sur,38.168,-2.312,Nuevo,8
7764,d46154ed-98e2-420f-9dcc-cb581313ba34,P0063,20-marzo-2022,3,"61,66",0.1,"166,49",transferencia,1,,NO,Tienda fisica,2022,Deporte,Bicicleta Zentra Max,Zentra,"34,26","72,84",10.01,Comercial Atlas,285,6-marzo-2021,4.84,34.0,DIVORCIADO,basico,62051,0.0,0.0,15-agosto-2019,Madrid,Centro,36.157,0.583,VIP,9
7765,34f8b16c-ffb3-483e-999c-89c4080f37c8,P0018,20-enero-2022,2,"67,07",0.0,"134,15",CONTRAREEMBOLSO,0,,NO,Web,2022,Electronica,Camara Kore Max,Kore,"55,21","113,73",3.38,Norte Logistica,429,20-junio-2020,3.14,47.0,casado,master,66931,,0.0,5-diciembre-2019,Bilbao,Norte,37.261,-5.976,Corporativo,7
7766,02b41825-3c6f-4d56-bf06-5c452af41421,P0015,13-junio-2022,3,"14,38",0.1,"38,84",TARJETA DE CREDITO,1,4.0,NO,Tienda fisica,2022,Electronica,Smartwatch Urbanix Max,Urbanix,"60,02","109,39",11.24,Norte Logistica,311,15-septiembre-2019,4.12,48.0,CASADO,bachillerato,81040,1.0,0.0,6-mayo-2019,Murcia,Sur,39.582,-1.431,VIP,11
7767,af9b2971-f9ec-46bd-8202-62cb34a6a6bf,P0083,13-junio-2022,1,"14,68",0.05,"13,95",contrareembolso,1,1.0,NO,Web,2022,Libros,Biografia Kore Pro,Kore,"9,96","21,61",6.89,Comercial Atlas,450,26-diciembre-2019,3.52,45.0,casado,grado universitario,51755,1.0,0.0,7-mayo-2019,Malaga,Sur,38.923,-5.091,Recurrente,5
7768,4be69fc2-44ce-48b9-8874-7bb6910fa3d8,P0004,9-octubre-2022,1,"31,80",0.0,"31,80",CONTRAREEMBOLSO,0,5.0,NO,App movil,2022,Electronica,Smartphone Norte&Co Basic,Norte&Co,"60,57","95,49",3.6,Comercial Atlas,303,23-enero-2019,2.94,62.0,Casado,doctorado,65825,1.0,0.0,23-enero-2021,Malaga,Sur,40.374,2.781,Corporativo,6
7769,c5b87809-f4ef-4e77-b7b7-178a096676e1,P0022,3-febrero-2022,3,"55,82",0.1,"150,72",tarjeta de debito,0,4.0,no,App movil,2022,Hogar,Cafetera Norte&Co Basic,Norte&Co,"21,12","35,46",0.92,Comercial Atlas,399,3-diciembre-2020,4.98,48.0,soltero,master,70424,0.0,1.0,23-diciembre-2019,Vigo,Norte,39.999,-8.069,Recurrente,6
