Unnamed: 0,id_,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
2457,93a32f17-22b3-4d25-b3db-a92fcb091815,,SOLTERO,grado universitario,55178,0.0,0.0,3-agosto-2021,Granada,Sur,39.277,3.28,Recurrente,11
2458,b2edfdb0-1c9c-495b-ac43-352c39115ed3,18.0,divorciado,grado universitario,25857,0.0,0.0,25-junio-2022,Murcia,Sur,39.621,2.619,Recurrente,8
2459,d4d94912-ecf1-409b-880c-ab3ca10d68cc,18.0,CASADO,bachillerato,51612,0.0,0.0,11-enero-2019,Valencia,Este,37.541,-1.203,Nuevo,9
2460,b5552f04-6220-4a9f-9ed1-6c0b03e8f491,24.0,Divorciado,grado universitario,36772,,1.0,11-julio-2021,Malaga,Sur,38.245,-3.502,VIP,12
2461,cb90181b-cd19-4a81-a943-427fc79643c0,,Divorciado,master,41963,0.0,0.0,11-enero-2022,Malaga,Sur,37.195,-4.493,Recurrente,11
2462,33a5fb77-37a2-4ac1-a846-6c4d6e0892a7,38.0,divorciado,bachillerato,36925,0.0,0.0,25-noviembre-2021,Valencia,Este,40.071,-5.597,Nuevo,8
2463,af19cd3b-eb66-46ed-ad63-9d110f996e93,,casado,master,75619,0.0,0.0,31-mayo-2019,Bilbao,Norte,39.579,-7.947,Recurrente,10
2464,edfaa1c7-b307-4661-aea2-7d8783c4c9c5,31.0,SOLTERO,doctorado,73058,1.0,0.0,11-septiembre-2019,Granada,Sur,41.16,-6.422,Nuevo,8
2465,4000dc68-cb57-4b8f-a609-8e273b6299de,,Soltero,bachillerato,32078,1.0,0.0,11-septiembre-2018,Zaragoza,Centro,40.729,-2.129,Nuevo,5
2466,4ab5a57a-6f89-45cd-bcb1-12e0c1dde431,34.0,SOLTERO,basico,61056,1.0,0.0,27-noviembre-2020,Vigo,Norte,38.032,-5.657,Nuevo,9
2467,56a90945-a05a-42dd-9ec2-e811394785a5,57.0,CASADO,doctorado,33774,0.0,1.0,17-septiembre-2019,Malaga,Sur,41.702,-0.076,Recurrente,4
2468,6ac6497c-fee4-4d41-a403-2bf95b8a5b5d,49.0,Soltero,bachillerato,31436,0.0,0.0,25-enero-2020,Barcelona,Este,37.139,0.444,VIP,9
2469,6e27429d-bcc2-4e81-9805-4493dbc1d3fe,,SOLTERO,master,43358,0.0,0.0,6-febrero-2018,Zaragoza,Centro,40.728,-3.137,Recurrente,6
2470,ee494086-c432-43aa-a667-f68c94564b4f,34.0,Casado,basico,41124,0.0,0.0,20-septiembre-2022,Zaragoza,Centro,40.65,2.138,Recurrente,7
2471,4acda28a-a9ce-4013-baef-692f758291ca,,SOLTERO,bachillerato,29680,1.0,0.0,23-marzo-2021,Malaga,Sur,37.766,1.028,Nuevo,16
2472,31546647-83fd-4062-ae98-c7cdeafe4355,44.0,Soltero,bachillerato,23696,1.0,0.0,11-marzo-2019,Granada,Sur,37.465,-8.043,Nuevo,8
2473,c2217417-b909-4614-9eba-407fb25257c7,48.0,soltero,bachillerato,41931,0.0,1.0,4-mayo-2018,Sevilla,Sur,36.801,0.871,Recurrente,11
2474,73e76c64-a8c1-4d38-aa43-70e62f92524e,28.0,Casado,master,29684,0.0,1.0,13-diciembre-2019,Malaga,Sur,40.653,1.206,Corporativo,3
2475,8ff77235-6e59-4319-8f45-929607e7cd10,40.0,Soltero,bachillerato,37822,1.0,0.0,27-septiembre-2018,Vigo,Norte,38.73,-4.737,Recurrente,6
2476,2d0526ad-0288-4990-af7b-320151992877,18.0,soltero,bachillerato,63463,0.0,0.0,10-diciembre-2018,Zaragoza,Centro,43.49,-2.936,Nuevo,6
2477,3304d1bf-2d4d-4695-a6b2-76ee8677796e,43.0,soltero,grado universitario,38773,1.0,1.0,18-diciembre-2021,Madrid,Centro,40.762,-8.138,Nuevo,4
2478,ec52ba35-f5b4-4bc3-85a6-ff5c32b6e7fc,50.0,Casado,doctorado,23338,1.0,0.0,7-abril-2018,Granada,Sur,36.074,-5.729,Nuevo,13
2479,4220171f-0fd4-4afb-9f80-a41218ceeb8e,36.0,soltero,bachillerato,60550,1.0,1.0,11-julio-2020,Valencia,Este,38.804,2.703,Nuevo,5
2480,d5230bbe-9fd9-459d-bb14-90e01720d7c2,64.0,SOLTERO,master,48999,0.0,1.0,11-noviembre-2021,Murcia,Sur,36.107,2.476,Recurrente,10
2481,de7b78ec-508a-4b9d-9b7a-7fb4279ec541,29.0,divorciado,basico,56645,0.0,0.0,18-diciembre-2020,Murcia,Sur,40.699,-0.6,Nuevo,11
2482,6faa0ffb-75ee-4216-931a-2099918d46f3,43.0,DIVORCIADO,master,40840,1.0,0.0,,Malaga,Sur,42.882,-8.775,Nuevo,10
2483,073c1a3d-b26b-4e4a-92a5-232383e5d5e3,40.0,Soltero,grado universitario,40745,0.0,0.0,29-mayo-2019,Murcia,Sur,41.587,-8.706,Recurrente,9
2484,185d070d-533c-454e-9b8d-e2a93f22f9c9,,SOLTERO,master,89244,1.0,1.0,11-noviembre-2018,Bilbao,Norte,37.99,-1.681,Nuevo,7
2485,aaa391d1-d0b5-4308-8eda-36f1d7a73185,39.0,soltero,grado universitario,49145,0.0,0.0,10-noviembre-2022,Barcelona,Este,37.34,-6.168,Nuevo,10
2486,ee475384-73f5-415e-8240-fa2fc79d0f01,41.0,CASADO,master,60151,0.0,0.0,21-mayo-2021,Murcia,Sur,42.58,-0.984,Corporativo,6
2487,0456c52d-3fa7-42b2-80bf-0baf7246206b,51.0,soltero,bachillerato,120705,0.0,0.0,7-diciembre-2022,Zaragoza,Centro,36.895,-7.821,VIP,6
2488,b4e78c41-0e32-41ae-8bbd-7d3bc86682d4,58.0,DIVORCIADO,grado universitario,88059,1.0,1.0,6-septiembre-2018,Vigo,Norte,41.324,3.146,VIP,6
2489,2da7d787-f065-4ed6-98d9-762beef69800,40.0,casado,grado universitario,27282,0.0,0.0,30-octubre-2019,Sevilla,Sur,37.833,-7.589,Nuevo,6
2490,da1f1900-3948-4997-9efe-e132eaa00d54,51.0,,bachillerato,29286,0.0,1.0,9-octubre-2019,Barcelona,Este,38.262,-4.859,Corporativo,12
2491,34bc7631-d3e5-42b2-9d39-aaab4772a7d3,31.0,soltero,master,25617,0.0,1.0,8-diciembre-2021,Barcelona,Este,36.351,-7.798,Recurrente,9
2492,dc5951c3-0c02-4734-abfb-97b5c5571541,50.0,divorciado,master,40533,1.0,0.0,13-mayo-2018,Malaga,Sur,37.274,-4.276,Nuevo,9
2493,a181ae51-fdc1-4194-b134-6541ef443073,30.0,casado,master,96783,1.0,0.0,4-enero-2022,Madrid,Centro,36.295,-4.862,Nuevo,7
2494,0f64eab8-daad-4785-8a5a-114d0c5cf658,54.0,Casado,bachillerato,16144,0.0,0.0,3-mayo-2020,Malaga,Sur,39.904,-1.058,Nuevo,7
2495,6c4ef89f-5c0d-46df-8129-8489d54d69ad,69.0,Soltero,master,33685,0.0,0.0,26-julio-2022,Valencia,Este,39.374,1.569,Nuevo,8
2496,dbbbe249-4893-4f74-829c-9dadeb294c3f,38.0,Casado,bachillerato,40807,1.0,0.0,25-agosto-2019,Barcelona,Este,39.993,0.966,Nuevo,10
2497,e35379cd-5f84-448d-9545-c97d78fe9963,18.0,Casado,doctorado,28391,1.0,1.0,22-abril-2022,Sevilla,Sur,36.49,0.014,Nuevo,9
2498,1a104aea-4bcd-4d92-bc70-ad3871d8a0f8,33.0,DIVORCIADO,basico,37316,0.0,0.0,21-junio-2022,Vigo,Norte,42.046,3.273,Nuevo,10
2499,2e4cadb0-62e4-427c-b13f-a11bb540cfa3,56.0,casado,grado universitario,38224,0.0,0.0,12-marzo-2020,Madrid,Centro,36.931,-8.464,Nuevo,10
2500,b73402e6-50d2-44f2-98a6-bcf31ebc9a28,47.0,Casado,basico,24864,1.0,1.0,27-junio-2022,Vigo,Norte,42.239,0.711,Nuevo,12
2501,e9276418-f11c-40a7-b685-4ee0a8c46229,43.0,Casado,grado universitario,55957,1.0,0.0,21-octubre-2019,Granada,Sur,38.416,-7.397,Corporativo,5
2502,da1ff244-09ee-412d-bfd5-b5407942c7db,53.0,CASADO,bachillerato,37478,0.0,0.0,20-abril-2021,Barcelona,Este,39.33,-1.52,Nuevo,9
2503,295d25ff-e253-4753-b395-29ffecb01827,46.0,divorciado,master,27649,0.0,0.0,3-septiembre-2022,Sevilla,Sur,40.895,0.977,VIP,6
2504,4fc1ac79-90ed-4436-b0f4-c6cd48d7011e,56.0,CASADO,master,41046,1.0,0.0,20-noviembre-2018,Murcia,Sur,40.541,-0.865,VIP,11
2505,d115725f-ede3-4a85-81d5-acf27e53f944,52.0,SOLTERO,bachillerato,55187,0.0,0.0,15-enero-2020,Bilbao,Norte,40.244,-7.591,Recurrente,8
2506,c1e63342-7cb5-40aa-9401-177775d0af7e,60.0,Soltero,master,39698,1.0,0.0,8-abril-2018,Valencia,Este,39.001,-6.739,Recurrente,13
2507,66e7297f-0e7d-41df-b16a-8f0dc2cc83b1,45.0,casado,grado universitario,28508,1.0,0.0,7-agosto-2020,Zaragoza,Centro,39.599,1.91,Recurrente,6
2508,0aa9926a-e2cf-4904-8d95-7fa9cb8cb419,,DIVORCIADO,grado universitario,43882,0.0,0.0,18-mayo-2019,Valencia,Este,36.491,2.201,Corporativo,12
2509,231f6ba9-7b09-466e-b7aa-265a3f3230a4,36.0,Soltero,bachillerato,85363,0.0,1.0,25-junio-2018,Madrid,Centro,37.216,0.181,Corporativo,11
2510,3ba34f96-df27-4a55-bc0c-c3cfe1a6f609,32.0,Casado,bachillerato,33182,0.0,0.0,8-julio-2022,Barcelona,Este,41.496,-5.389,Recurrente,11
2511,94dea00d-8298-4d3e-9856-e7552f5ad378,62.0,divorciado,,29926,1.0,1.0,21-junio-2019,Granada,Sur,41.042,-5.919,VIP,6
2512,e275e969-d49e-4da0-bf48-c31de0e003ba,43.0,CASADO,grado universitario,34973,1.0,1.0,25-agosto-2021,Malaga,Sur,38.526,-8.113,VIP,6
2513,7b85ef4d-0500-4d7e-9c6f-7f60c6352e53,50.0,SOLTERO,grado universitario,30658,1.0,0.0,25-octubre-2018,Vigo,Norte,41.943,-3.245,Recurrente,4
2514,73a60433-fe0a-4982-8706-77b36a2fef9c,42.0,CASADO,grado universitario,31097,1.0,0.0,1-mayo-2019,Granada,Sur,42.046,-4.146,Nuevo,10
2515,a4d0c6c5-5af0-4a5a-a150-25ae81aed30a,32.0,casado,doctorado,26661,1.0,1.0,31-mayo-2018,Barcelona,Este,39.956,-5.986,Recurrente,13
2516,a8bd376a-3e0e-4704-afb3-63431957f4e4,40.0,soltero,basico,60056,1.0,0.0,16-julio-2021,Zaragoza,Centro,43.349,-1.002,Nuevo,2
2517,05b3a0fc-8fc2-43ac-816c-bcf0f6ee4e89,59.0,casado,master,53230,0.0,0.0,8-noviembre-2019,Sevilla,Sur,37.999,-6.453,VIP,10
2518,dd2cbef7-e440-4ad9-bbbc-00bc36e617d3,47.0,Casado,master,36518,1.0,0.0,3-julio-2022,Valencia,Este,38.211,-7.906,Nuevo,7
2519,016bc239-7c59-457f-b29a-c6fb1af2da11,18.0,CASADO,master,32740,0.0,0.0,29-julio-2020,Sevilla,Sur,36.07,-3.682,Recurrente,9
2520,e02e93f3-6909-4157-a87f-51450270645d,37.0,casado,grado universitario,47437,1.0,0.0,14-diciembre-2018,Barcelona,Este,37.124,-0.057,Nuevo,7
2521,efcc7ba5-5d8a-470b-a0c5-61f1a17c2bed,63.0,Soltero,bachillerato,43578,0.0,1.0,23-noviembre-2021,Zaragoza,Centro,42.135,-6.737,Nuevo,6
2522,f22275e4-0e5c-4f35-8dc4-d78afee4a845,37.0,SOLTERO,master,42991,0.0,0.0,2-mayo-2022,Barcelona,Este,40.719,-1.77,VIP,6
2523,dca15879-b56b-407b-a720-cd7b1f17ba3b,18.0,SOLTERO,grado universitario,67479,0.0,0.0,14-enero-2021,Barcelona,Este,37.426,-7.925,Recurrente,8
2524,d286de60-0c9f-412e-b489-5e85321998db,65.0,soltero,master,49575,0.0,0.0,22-junio-2021,Valencia,Este,41.08,-5.695,Nuevo,5
2525,a66d4d36-685a-4b5c-8c65-92518e1ca3fe,49.0,CASADO,bachillerato,143152,1.0,0.0,13-febrero-2022,Malaga,Sur,37.227,1.27,Recurrente,9
2526,f71e3d4b-3f82-4541-8319-6d83941e1502,39.0,SOLTERO,grado universitario,33823,1.0,0.0,19-julio-2018,Zaragoza,Centro,39.05,-7.194,Nuevo,11
2527,d32fdffe-fe1a-4bed-b86f-72c3c417c985,35.0,CASADO,grado universitario,86925,1.0,1.0,1-marzo-2019,Vigo,Norte,43.486,-0.806,Nuevo,9
2528,0caeb0f1-6798-4b35-926b-09c12299724e,,SOLTERO,grado universitario,48636,0.0,0.0,24-noviembre-2021,Granada,Sur,38.372,-8.824,Nuevo,6
2529,eb711f8e-909f-48cd-b727-7dcb385d16ea,33.0,SOLTERO,master,28111,1.0,0.0,21-diciembre-2021,Valencia,Este,41.094,-2.248,Corporativo,10
2530,1c6e7915-9629-4b05-bbe4-a47f33d583fa,55.0,Soltero,bachillerato,31641,0.0,0.0,9-diciembre-2018,Granada,Sur,36.045,-6.018,VIP,5
2531,aab1886b-454e-4b87-a62f-0a0daac1a260,47.0,Casado,bachillerato,52019,0.0,0.0,5-abril-2018,Valencia,Este,38.246,-6.263,VIP,9
2532,9aba3cc9-24a3-4752-85f6-d67ce4fe31ef,43.0,CASADO,basico,25935,1.0,0.0,15-septiembre-2020,Madrid,Centro,38.292,-2.797,Recurrente,8
2533,a45f3b04-4fe9-4c7e-83f5-c13b395eb5cd,42.0,casado,bachillerato,39659,0.0,1.0,21-mayo-2019,Vigo,Norte,42.285,3.149,Recurrente,11
2534,b55a5423-b8b0-4d8e-b284-80dd9eb029d7,38.0,soltero,bachillerato,100904,1.0,0.0,28-octubre-2018,Valencia,Este,37.278,-6.118,Nuevo,4
2535,690be17f-e102-4293-be08-243c1411526d,54.0,casado,basico,17185,0.0,1.0,20-marzo-2020,Valencia,Este,38.416,-2.213,Recurrente,8
2536,ad893e73-292a-45fc-9a9f-17e451013ac9,29.0,casado,bachillerato,39557,1.0,1.0,1-mayo-2019,Malaga,Sur,37.223,-4.337,Recurrente,2
2537,d55b713b-ced6-49a0-a12d-9d2f47570f86,19.0,SOLTERO,,31644,1.0,0.0,13-octubre-2022,Vigo,Norte,39.573,-0.453,VIP,11
2538,c7fadf74-4a7b-4213-a0a2-88e4da7b79f3,48.0,soltero,master,88408,0.0,0.0,23-enero-2022,Malaga,Sur,38.04,2.434,VIP,5
2539,31dd2120-2814-4fdc-9da9-26ee50254cc5,48.0,soltero,bachillerato,38486,0.0,0.0,15-junio-2018,Barcelona,Este,37.336,-3.806,VIP,9
2540,77727b13-b6cb-45b1-b747-45ad26691d01,46.0,Soltero,basico,29937,0.0,0.0,24-octubre-2022,Valencia,Este,39.236,2.177,Corporativo,6
2541,fa5c7db3-437c-44c5-9fa6-15e26a5a694f,45.0,divorciado,master,26058,0.0,0.0,25-abril-2019,Zaragoza,Centro,39.547,2.278,Corporativo,5
2542,3bcab083-e28d-4aa6-9928-b8b9b3b1d695,36.0,Casado,bachillerato,27160,1.0,1.0,26-octubre-2018,Granada,Sur,38.318,1.719,Nuevo,11
2543,1e28f836-e26a-43b3-9fc2-ef3a5ebd373e,50.0,casado,bachillerato,82581,1.0,0.0,6-octubre-2018,Barcelona,Este,43.251,-5.95,Nuevo,7
2544,5b288f42-9b6e-452c-96fe-32ba09989348,39.0,CASADO,grado universitario,18934,0.0,1.0,23-noviembre-2019,Zaragoza,Centro,37.092,-0.372,Recurrente,10
2545,eba9dbd2-8b36-4ff2-b377-f9a03e8b1c6a,34.0,casado,doctorado,49326,0.0,0.0,16-febrero-2020,Granada,Sur,41.354,-4.838,Nuevo,9
2546,5e059ede-602f-4f24-92ec-a02e318f1e4f,36.0,CASADO,bachillerato,70193,0.0,0.0,7-julio-2022,Zaragoza,Centro,39.955,-6.671,VIP,11
2547,e47bef3f-d4d1-4813-9eb5-ac6dc02079ca,66.0,soltero,doctorado,39373,1.0,0.0,24-agosto-2019,Valencia,Este,38.885,-3.324,Recurrente,5
2548,b5e04efa-2934-4c0e-b8da-6dfb4c0b63f4,18.0,casado,bachillerato,27319,0.0,0.0,3-junio-2021,Vigo,Norte,41.056,-3.08,Nuevo,4
2549,8769da73-c2b5-4114-8ba2-e4bf537a4894,46.0,Soltero,basico,49256,1.0,1.0,18-junio-2018,Barcelona,Este,37.153,-1.049,Recurrente,14
2550,4d55cd17-9c0a-4f25-a1e1-d4622ac36bff,18.0,Soltero,bachillerato,29303,1.0,0.0,7-febrero-2022,Sevilla,Sur,42.976,-5.05,Recurrente,11
2551,8c4552a1-7e05-4abf-8dea-b8af9e30e945,39.0,SOLTERO,master,32503,0.0,1.0,28-mayo-2020,Barcelona,Este,42.249,-8.014,Recurrente,2
2552,22df78e9-c11c-4e8e-97ef-2c4c6ffbd9fe,34.0,Casado,grado universitario,30544,0.0,0.0,23-noviembre-2020,Murcia,Sur,41.58,-5.438,Nuevo,3
2553,87cca1f8-18d6-4f5b-911a-b13b65e15ba6,18.0,Casado,grado universitario,31027,0.0,0.0,5-junio-2020,Granada,Sur,43.187,1.068,Recurrente,6
2554,c2633b13-fcc5-4c13-9c96-184281240155,45.0,Casado,doctorado,58550,1.0,0.0,14-septiembre-2021,Granada,Sur,43.056,1.623,Nuevo,6
2555,ebe12408-50e0-49ff-af26-6a966f2dd72c,35.0,Soltero,grado universitario,37687,0.0,1.0,24-febrero-2021,Madrid,Centro,37.515,-8.144,Recurrente,9
2556,272e5b0f-1e8a-45a2-9a50-0ca8de5446f9,18.0,divorciado,basico,50490,0.0,0.0,28-octubre-2019,Granada,Sur,42.649,-6.502,Recurrente,7
2557,bfa80aab-8954-487a-90af-e205013c9adc,51.0,soltero,grado universitario,50446,1.0,0.0,15-marzo-2022,Zaragoza,Centro,41.934,-8.262,Corporativo,11
2558,d0c51daa-6478-4820-b6ea-b27d8f784341,59.0,CASADO,,40578,0.0,0.0,18-julio-2018,Madrid,Centro,39.253,-2.852,Nuevo,10
2559,85089211-c6fa-4d02-a14c-7ce231e31b1c,59.0,CASADO,grado universitario,71942,0.0,1.0,12-noviembre-2022,Barcelona,Este,39.985,-6.871,Corporativo,6
2560,7d8703ab-e322-456a-b572-d72662ef3f2d,45.0,Casado,master,28491,0.0,1.0,9-febrero-2021,Madrid,Centro,40.216,0.572,Recurrente,9
2561,23dace98-4902-49fb-a5fc-96edbf057ec1,41.0,casado,grado universitario,38878,0.0,1.0,9-julio-2018,Bilbao,Norte,39.885,1.11,VIP,11
2562,e861731f-dd1c-4339-adab-23ba76927be6,57.0,casado,bachillerato,21175,1.0,0.0,30-junio-2020,Murcia,Sur,39.184,-2.88,Recurrente,11
2563,c9bec3d9-fa42-4eca-a064-7e0801a0d5ed,62.0,casado,grado universitario,41607,1.0,1.0,10-septiembre-2019,Bilbao,Norte,40.668,-3.276,VIP,8
2564,c6d8203e-87d9-44f1-a5b6-6ed67ab8468b,55.0,Soltero,basico,57070,1.0,0.0,4-abril-2018,Madrid,Centro,42.177,-2.403,Nuevo,5
2565,1d375cb7-e33d-4da6-b1f5-fb2bf7c48726,,Casado,bachillerato,24810,0.0,0.0,10-noviembre-2022,Sevilla,Sur,43.15,-6.049,Nuevo,10
2566,9e399f94-22c7-40b3-922e-f4a5f13974c6,43.0,Soltero,grado universitario,32949,0.0,1.0,18-mayo-2022,Malaga,Sur,40.995,-0.48,Nuevo,6
2567,88731ff7-b4d4-40e6-bef4-08938d15cc60,46.0,Casado,bachillerato,30733,0.0,0.0,1-noviembre-2020,Bilbao,Norte,43.1,-0.681,Nuevo,12
2568,e36e8fc6-94f3-491b-bb86-376b3111bf45,18.0,Casado,basico,16954,0.0,1.0,14-agosto-2018,Vigo,Norte,43.219,-7.242,Recurrente,15
2569,c7024529-1c08-4af5-b29b-f9c4a0aee609,46.0,CASADO,grado universitario,27215,1.0,0.0,26-diciembre-2019,Murcia,Sur,40.878,-5.223,Recurrente,10
2570,3e9d808c-1c3c-4d66-ba66-a0b3d87979f6,70.0,,grado universitario,51986,0.0,1.0,2-agosto-2021,Madrid,Centro,38.124,-3.128,Recurrente,5
2571,ee276e7a-02c8-48d5-af68-a43308af28ef,48.0,soltero,,39910,0.0,0.0,4-marzo-2020,Murcia,Sur,39.889,2.211,Corporativo,6
2572,513af03f-7abf-49e0-b2a7-00d52a651331,59.0,CASADO,doctorado,45783,0.0,0.0,16-septiembre-2020,Madrid,Centro,42.781,-6.999,Nuevo,9
2573,a262cc38-3128-4807-a3b5-df78d4b2be9e,42.0,soltero,basico,57161,0.0,1.0,18-marzo-2022,Madrid,Centro,36.953,-8.107,Nuevo,8
2574,35dabdd6-5419-445a-be42-a29d0a1043ac,39.0,Casado,bachillerato,79427,1.0,0.0,29-noviembre-2018,Zaragoza,Centro,41.569,-7.363,Nuevo,9
2575,be6dc0da-b02a-4bf7-b9ad-dbf6fb12887f,45.0,CASADO,master,27154,1.0,0.0,26-abril-2022,Granada,Sur,43.096,-6.116,Recurrente,10
2576,e2a99a63-edc4-4620-89f4-bc5aa2d866a4,29.0,CASADO,basico,49659,1.0,0.0,23-noviembre-2022,Granada,Sur,41.383,-1.493,Nuevo,8
2577,eeae0a02-17d5-4903-99f3-cf72d07fe3b5,27.0,SOLTERO,master,32496,0.0,1.0,23-junio-2019,Murcia,Sur,43.111,-8.622,Nuevo,7
2578,1ef061e2-c1f9-406f-bc46-00f6c2a08a5d,56.0,Soltero,grado universitario,27975,0.0,1.0,23-agosto-2022,Zaragoza,Centro,41.417,-8.585,Recurrente,9
2579,c7814e95-cbaa-4b3f-902d-43bbd09c7b84,58.0,Casado,grado universitario,36320,1.0,0.0,18-julio-2019,Murcia,Sur,43.398,1.939,Nuevo,8
2580,15b088cf-25e0-4053-8f78-a028cbb6d37d,27.0,SOLTERO,bachillerato,50566,1.0,0.0,3-julio-2021,Granada,Sur,43.207,-7.534,Corporativo,8
2581,8c081842-b343-4069-9464-40877cf2d89b,53.0,Soltero,bachillerato,41310,1.0,0.0,1-julio-2021,Granada,Sur,40.706,-4.968,Corporativo,9
2582,1af408f4-79e3-4519-9425-7e7ef582105c,39.0,Casado,master,34655,0.0,0.0,5-septiembre-2022,Murcia,Sur,40.501,-4.565,VIP,6
2583,f003395a-fff8-4c64-b0ae-59e07b9c8595,44.0,Casado,basico,52660,1.0,0.0,4-mayo-2018,Barcelona,Este,42.726,0.775,Recurrente,14
2584,01675ef8-3c9a-46b1-9e16-a0f639ee29a3,46.0,Soltero,master,51061,0.0,1.0,21-diciembre-2020,Sevilla,Sur,41.778,2.219,Recurrente,4
2585,62737ec6-e966-44b2-a628-d479d49d32d6,53.0,casado,master,33891,0.0,0.0,24-marzo-2022,Sevilla,Sur,40.484,0.489,Nuevo,4
2586,64c451d5-e607-4fb2-9f13-a3ad47846f3e,41.0,DIVORCIADO,grado universitario,49483,1.0,0.0,16-junio-2018,Valencia,Este,41.355,-2.834,VIP,8
2587,b20be55f-e642-44da-be29-be0151a8cc87,58.0,casado,basico,40878,1.0,0.0,13-enero-2018,Granada,Sur,36.529,-2.342,Nuevo,12
2588,81ad2051-2362-4d5c-b2ff-1485568460e2,44.0,soltero,grado universitario,30802,0.0,1.0,29-abril-2018,Malaga,Sur,43.164,-3.605,Recurrente,8
2589,768cbfac-8885-4df4-a7d5-e123ab8c0f6c,48.0,SOLTERO,grado universitario,50945,1.0,0.0,21-abril-2020,Bilbao,Norte,39.188,3.057,Nuevo,9
2590,e3972cd2-0abb-4551-a431-f7609922e9ba,29.0,soltero,basico,51597,0.0,0.0,19-octubre-2020,Sevilla,Sur,36.673,2.821,VIP,8
2591,e58d3e37-3c61-4358-9ed7-6cdf8a92fafc,68.0,casado,master,26442,0.0,0.0,17-diciembre-2021,Vigo,Norte,38.841,0.36,Recurrente,9
2592,4293909b-4647-4df0-bdcb-7bc286f7f7e8,46.0,Casado,basico,49343,1.0,0.0,9-febrero-2020,Valencia,Este,39.855,1.834,Nuevo,6
2593,2d9f01b1-884e-480b-99a5-d463647b67ce,49.0,soltero,doctorado,60193,1.0,1.0,27-julio-2022,Murcia,Sur,43.475,-2.174,Nuevo,5
2594,240a847d-121d-47a6-96db-379e12c52e1e,19.0,SOLTERO,basico,27356,0.0,0.0,26-julio-2018,Sevilla,Sur,40.5,-2.076,Nuevo,9
2595,ef50622d-10a3-4a26-bf8b-597bf1814493,29.0,Soltero,bachillerato,43662,1.0,0.0,18-febrero-2021,Madrid,Centro,36.34,0.16,Corporativo,9
2596,d77dcb87-b864-4d9a-970d-b9921fb1c3dc,56.0,soltero,grado universitario,27546,0.0,0.0,28-abril-2020,Zaragoza,Centro,36.542,-4.684,Nuevo,8
2597,9eb1c0a1-b909-41ab-838c-7e0de4b2f7ee,44.0,DIVORCIADO,basico,28432,0.0,1.0,26-agosto-2020,Barcelona,Este,39.059,-0.864,Recurrente,7
2598,0c8369af-ea69-4cb3-a1c9-2cd9b2eb85d9,18.0,Soltero,bachillerato,22767,1.0,0.0,7-julio-2020,Granada,Sur,42.482,-3.799,Nuevo,8
2599,9727977e-d831-44c9-af9b-477af41e00ff,53.0,Soltero,basico,63440,1.0,1.0,26-junio-2021,Valencia,Este,38.702,2.338,Recurrente,6
2600,3c647328-0616-4890-a175-0741cfcf5217,33.0,Casado,master,60430,1.0,0.0,31-julio-2021,Granada,Sur,43.383,-4.624,VIP,4
2601,285880aa-1443-4505-a73a-92460360147b,58.0,SOLTERO,basico,61867,0.0,0.0,17-marzo-2022,Malaga,Sur,36.107,-1.175,Corporativo,13
2602,c09ef9c7-6e62-4c6b-88ea-3f6d21b84b17,39.0,Soltero,grado universitario,35110,1.0,0.0,1-noviembre-2019,Murcia,Sur,40.105,-8.758,Recurrente,6
2603,7e2a34bd-6d6b-45dd-b5e0-18364999e2b9,43.0,CASADO,grado universitario,57100,1.0,0.0,24-enero-2018,Barcelona,Este,43.325,-1.842,Recurrente,5
2604,9b86fc73-54f4-4044-af67-636cb3b56df1,55.0,SOLTERO,grado universitario,27903,0.0,0.0,19-octubre-2018,Valencia,Este,39.625,0.539,Nuevo,11
2605,4fc46acb-9ab7-4cb9-a546-9313b8120782,28.0,Soltero,bachillerato,26316,0.0,0.0,11-enero-2021,Madrid,Centro,39.809,1.246,Recurrente,12
2606,a74fde2d-8bc3-441e-b3cc-28b94996973f,27.0,Casado,bachillerato,35351,0.0,0.0,21-octubre-2018,Bilbao,Norte,38.396,1.793,Corporativo,9
2607,bc94475b-3be2-44b6-a0c3-b0b6a52984be,37.0,CASADO,doctorado,58909,0.0,1.0,31-octubre-2021,Valencia,Este,42.002,-2.787,Recurrente,10
2608,8fa2197d-01ef-4d2e-8f8c-967dc1075c2d,51.0,Soltero,master,44183,0.0,1.0,1-enero-2018,Madrid,Centro,42.977,-1.785,Recurrente,7
2609,26142299-5d7b-4a46-b874-ca4fcc23e4e3,23.0,DIVORCIADO,master,33823,1.0,1.0,16-agosto-2022,Sevilla,Sur,39.203,-5.088,VIP,6
2610,07728522-f8db-4bd0-9000-281872bab378,18.0,soltero,grado universitario,33204,0.0,0.0,16-diciembre-2022,Zaragoza,Centro,42.846,2.728,VIP,8
2611,d2b56a12-969c-42c9-96a9-910ceca71101,,DIVORCIADO,master,63486,1.0,0.0,31-diciembre-2019,Zaragoza,Centro,37.047,-1.223,Recurrente,6
2612,c0120709-8e17-4035-8b32-dd1d30cf9336,32.0,Divorciado,doctorado,53317,0.0,0.0,15-abril-2022,Malaga,Sur,41.062,-5.849,Recurrente,6
